Received Time; Local Time;
1465809327955;1465809328029;
0;1465809328079;
0;1465809328130;
0;1465809328180;
0;1465809328230;
0;1465809328281;
0;1465809328331;
0;1465809328381;
0;1465809328432;
0;1465809328482;
0;1465809328528;
0;1465809328576;
0;1465809328627;
0;1465809328677;
0;1465809328724;
0;1465809328774;
0;1465809328824;
0;1465809328875;
0;1465809328925;
0;1465809328973;
0;1465809329023;
0;1465809329074;
0;1465809329124;
0;1465809329174;
0;1465809329224;
0;1465809329273;
0;1465809329323;
0;1465809329373;
0;1465809329423;
0;1465809329473;
0;1465809329523;
0;1465809329573;
0;1465809329623;
0;1465809329673;
0;1465809329724;
0;1465809329774;
0;1465809329824;
0;1465809329875;
0;1465809329925;
0;1465809329975;
0;1465809330025;
0;1465809330075;
0;1465809330125;
0;1465809330175;
0;1465809330225;
0;1465809330276;
0;1465809330326;
0;1465809330376;
0;1465809330427;
0;1465809330477;
0;1465809330527;
0;1465809330577;
0;1465809330628;
0;1465809330678;
0;1465809330728;
0;1465809330778;
0;1465809330828;
0;1465809330879;
0;1465809330929;
0;1465809330979;
0;1465809331030;
0;1465809331080;
0;1465809331130;
0;1465809331180;
0;1465809331231;
0;1465809331281;
0;1465809331331;
0;1465809331382;
0;1465809331432;
0;1465809331482;
0;1465809331533;
0;1465809331583;
0;1465809331633;
0;1465809331684;
0;1465809331734;
0;1465809331784;
0;1465809331835;
0;1465809331885;
0;1465809331935;
0;1465809331986;
0;1465809332036;
0;1465809332087;
0;1465809332137;
0;1465809332187;
0;1465809332238;
0;1465809332288;
0;1465809332338;
0;1465809332389;
0;1465809332439;
0;1465809332490;
0;1465809332540;
0;1465809332590;
0;1465809332641;
0;1465809332691;
0;1465809332741;
0;1465809332792;
0;1465809332842;
0;1465809332892;
0;1465809332943;
0;1465809332993;
0;1465809333044;
0;1465809333094;
0;1465809333144;
0;1465809333195;
0;1465809333245;
0;1465809333296;
0;1465809333346;
0;1465809333396;
0;1465809333447;
0;1465809333497;
0;1465809333548;
0;1465809333598;
0;1465809333648;
0;1465809333699;
0;1465809333749;
0;1465809333800;
0;1465809333850;
0;1465809333901;
0;1465809333951;
0;1465809334001;
0;1465809334052;
0;1465809334104;
0;1465809334155;
0;1465809334205;
0;1465809334256;
0;1465809334306;
0;1465809334357;
0;1465809334407;
0;1465809334458;
0;1465809334508;
0;1465809334558;
0;1465809334609;
0;1465809334660;
0;1465809334710;
0;1465809334761;
0;1465809334811;
0;1465809334862;
0;1465809334912;
0;1465809334963;
0;1465809335014;
0;1465809335064;
0;1465809335115;
0;1465809335165;
0;1465809335216;
0;1465809335266;
0;1465809335317;
0;1465809335367;
0;1465809335418;
0;1465809335468;
0;1465809335519;
0;1465809335570;
0;1465809335620;
0;1465809335671;
0;1465809335721;
0;1465809335772;
0;1465809335823;
0;1465809335873;
0;1465809335924;
0;1465809335974;
0;1465809336025;
0;1465809336076;
0;1465809336126;
0;1465809336177;
0;1465809336228;
0;1465809336278;
0;1465809336329;
0;1465809336379;
0;1465809336430;
0;1465809336480;
0;1465809336531;
0;1465809336581;
0;1465809336632;
0;1465809336682;
0;1465809336733;
0;1465809336784;
0;1465809336834;
0;1465809336885;
0;1465809336935;
0;1465809336986;
0;1465809337037;
0;1465809337087;
0;1465809337138;
0;1465809337188;
0;1465809337239;
0;1465809337289;
0;1465809337340;
0;1465809337391;
0;1465809337441;
0;1465809337492;
0;1465809337543;
0;1465809337593;
0;1465809337644;
0;1465809337694;
0;1465809337745;
0;1465809337795;
0;1465809337846;
0;1465809337897;
0;1465809337947;
0;1465809337998;
0;1465809338049;
0;1465809338099;
0;1465809338150;
0;1465809338200;
0;1465809338251;
0;1465809338302;
0;1465809338352;
0;1465809338403;
0;1465809338453;
0;1465809338504;
0;1465809338554;
0;1465809338605;
0;1465809338656;
0;1465809338706;
0;1465809338757;
0;1465809338808;
0;1465809338858;
0;1465809338909;
0;1465809338959;
0;1465809339010;
0;1465809339060;
0;1465809339111;
0;1465809339162;
0;1465809339212;
0;1465809339263;
0;1465809339313;
0;1465809339364;
0;1465809339415;
0;1465809339465;
0;1465809339516;
0;1465809339567;
0;1465809339617;
0;1465809339668;
0;1465809339718;
0;1465809339769;
0;1465809339820;
0;1465809339870;
0;1465809339921;
0;1465809339972;
0;1465809340022;
0;1465809340073;
0;1465809340123;
0;1465809340174;
0;1465809340225;
0;1465809340275;
0;1465809340326;
0;1465809340376;
0;1465809340427;
0;1465809340478;
0;1465809340528;
0;1465809340579;
0;1465809340630;
0;1465809340680;
0;1465809340731;
0;1465809340781;
0;1465809340832;
0;1465809340882;
0;1465809340933;
0;1465809340983;
0;1465809341034;
0;1465809341085;
0;1465809341135;
0;1465809341186;
0;1465809341237;
0;1465809341287;
0;1465809341338;
0;1465809341388;
0;1465809341439;
0;1465809341489;
0;1465809341540;
0;1465809341590;
0;1465809341641;
0;1465809341691;
0;1465809341742;
0;1465809341792;
0;1465809341843;
0;1465809341894;
0;1465809341944;
0;1465809341995;
0;1465809342046;
0;1465809342096;
0;1465809342147;
0;1465809342197;
0;1465809342248;
0;1465809342298;
0;1465809342349;
0;1465809342399;
0;1465809342450;
0;1465809342501;
0;1465809342551;
0;1465809342602;
0;1465809342653;
0;1465809342703;
0;1465809342754;
0;1465809342804;
0;1465809342855;
0;1465809342906;
0;1465809342956;
0;1465809343007;
0;1465809343058;
