Received Time; Local Time;
1465804936374;1465804936461;
0;1465804936512;
0;1465804936562;
0;1465804936612;
0;1465804936663;
0;1465804936713;
0;1465804936764;
0;1465804936814;
0;1465804936864;
0;1465804936915;
0;1465804936965;
0;1465804937011;
0;1465804937060;
0;1465804937111;
0;1465804937160;
0;1465804937211;
0;1465804937260;
0;1465804937310;
0;1465804937356;
0;1465804937406;
0;1465804937456;
0;1465804937507;
0;1465804937557;
0;1465804937603;
0;1465804937654;
0;1465804937703;
0;1465804937753;
0;1465804937804;
0;1465804937854;
0;1465804937904;
0;1465804937955;
0;1465804938005;
0;1465804938053;
0;1465804938101;
0;1465804938151;
0;1465804938200;
0;1465804938251;
0;1465804938300;
0;1465804938350;
0;1465804938401;
0;1465804938449;
0;1465804938499;
0;1465804938549;
0;1465804938600;
0;1465804938650;
0;1465804938698;
0;1465804938748;
0;1465804938798;
0;1465804938849;
0;1465804938896;
0;1465804938947;
0;1465804938995;
0;1465804939046;
0;1465804939096;
0;1465804939146;
0;1465804939194;
0;1465804939240;
0;1465804939290;
0;1465804939341;
0;1465804939390;
0;1465804939440;
0;1465804939487;
0;1465804939537;
0;1465804939587;
0;1465804939637;
0;1465804939685;
0;1465804939733;
0;1465804939781;
0;1465804939831;
0;1465804939882;
0;1465804939932;
0;1465804939982;
0;1465804940033;
0;1465804940083;
0;1465804940133;
0;1465804940184;
0;1465804940234;
0;1465804940284;
0;1465804940332;
0;1465804940382;
0;1465804940432;
0;1465804940483;
0;1465804940533;
0;1465804940583;
0;1465804940631;
0;1465804940682;
0;1465804940731;
0;1465804940781;
0;1465804940829;
0;1465804940880;
0;1465804940926;
0;1465804940976;
0;1465804941026;
0;1465804941077;
0;1465804941127;
0;1465804941176;
0;1465804941227;
0;1465804941276;
0;1465804941323;
0;1465804941369;
0;1465804941419;
0;1465804941470;
0;1465804941520;
0;1465804941567;
0;1465804941617;
0;1465804941668;
0;1465804941718;
0;1465804941768;
0;1465804941819;
0;1465804941866;
0;1465804941916;
0;1465804941966;
0;1465804942016;
